Protein,Protein_definition,Disease_category,Disease,Method,Nb_SNP,OR[95%CI],P_value
TFRC,Transferrin receptor protein 1,Chapter IX Diseases of the circulatory system,"Ischaemic heart disease, wide definition",Inverse variance weighted,48,1.00 [0.96-1.03],0.946426162618866
TFRC,Transferrin receptor protein 1,Chapter IX Diseases of the circulatory system,Death due to cardiac causes,Inverse variance weighted,48,1.03 [0.99-1.08],0.125863702614806
TFRC,Transferrin receptor protein 1,Chapter IX Diseases of the circulatory system,Other peripheral vascular diseases,Inverse variance weighted,48,1.00 [0.88-1.13],0.968962924506314
TFRC,Transferrin receptor protein 1,Chapter IX Diseases of the circulatory system,DVT of lower extremities,Inverse variance weighted,48,1.00 [0.95-1.06],0.925079086656617
TFRC,Transferrin receptor protein 1,Chapter IX Diseases of the circulatory system,Phlebitis and thrombophlebitis (not including DVT),Inverse variance weighted,48,1.00 [0.94-1.07],0.944618256439339
TFRC,Transferrin receptor protein 1,Chapter IX Diseases of the circulatory system,Pulmonary embolism,Inverse variance weighted,48,1.02 [0.96-1.08],0.583433668680007
TFRC,Transferrin receptor protein 1,Chapter IX Diseases of the circulatory system,Venous thromboembolism,Inverse variance weighted,48,1.00 [0.96-1.04],0.969839667484608
TFRC,Transferrin receptor protein 1,Chapter X Diseases of the respiratory system,Interstitial lung disease,Inverse variance weighted,48,1.01 [0.92-1.12],0.809059112931895
TFRC,Transferrin receptor protein 1,Chapter X Diseases of the respiratory system,Idiopathic pulmonary fibrosis,Inverse variance weighted,48,1.10 [0.97-1.24],0.14368737840474
TFRC,Transferrin receptor protein 1,Chapter X Diseases of the respiratory system,"Asthma, excluding more controls",Inverse variance weighted,48,1.00 [0.97-1.03],0.919230334036284
TFRC,Transferrin receptor protein 1,Chapter X Diseases of the respiratory system,Influenza and pneumonia,Inverse variance weighted,48,1.00 [0.98-1.03],0.864028099347505
TFRC,Transferrin receptor protein 1,Chapter X Diseases of the respiratory system,Chronic lower respiratory diseases,Inverse variance weighted,48,0.99 [0.97-1.02],0.703580816909368
TFRC,Transferrin receptor protein 1,Chapter X Diseases of the respiratory system,Other diseases of pleura,Inverse variance weighted,48,1.02 [0.97-1.06],0.510858718454492
TFRC,Transferrin receptor protein 1,Chapter X Diseases of the respiratory system,Pleural effusion,Inverse variance weighted,48,1.03 [0.94-1.14],0.514742206537085
TFRC,Transferrin receptor protein 1,Chapter XI Diseases of the digestive system,Diaphragmatic hernia,Inverse variance weighted,48,0.92 [0.87-0.97],0.0023324789171496
TFRC,Transferrin receptor protein 1,Chapter XI Diseases of the digestive system,Hernia,Inverse variance weighted,48,0.98 [0.96-1.01],0.160211068941989
TFRC,Transferrin receptor protein 1,Chapter XI Diseases of the digestive system,Other diseases of intestines,Inverse variance weighted,48,0.96 [0.93-0.98],0.0005754745603522
TFRC,Transferrin receptor protein 1,Chapter XI Diseases of the digestive system,"Diseases of oesophagus, stomach and duodenum",Inverse variance weighted,48,0.99 [0.97-1.02],0.708767242029154
TFRC,Transferrin receptor protein 1,Chapter XI Diseases of the digestive system,Ulcer of oesophagus,Inverse variance weighted,48,0.96 [0.85-1.08],0.525878915112513
TFRC,Transferrin receptor protein 1,Chapter XI Diseases of the digestive system,Other diseases of stomach and duodenum,Inverse variance weighted,48,1.05 [0.92-1.19],0.489456512179908
TFRC,Transferrin receptor protein 1,Chapter XI Diseases of the digestive system,Other gastritis (incl. Duodenitis),Inverse variance weighted,48,0.98 [0.92-1.05],0.557532288499644
TFRC,Transferrin receptor protein 1,Chapter XI Diseases of the digestive system,Gastro-oesophageal reflux disease,Inverse variance weighted,48,0.99 [0.95-1.03],0.522673370207165
TFRC,Transferrin receptor protein 1,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Arthropathies,Inverse variance weighted,48,0.98 [0.96-1.01],0.137499153536678
TFRC,Transferrin receptor protein 1,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Gout,Inverse variance weighted,48,0.96 [0.90-1.03],0.246062362221094
TFRC,Transferrin receptor protein 1,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Polyarthropathies,Inverse variance weighted,48,0.98 [0.94-1.02],0.416690266904469
TFRC,Transferrin receptor protein 1,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Rheumatoid arthritis,Inverse variance weighted,48,1.00 [0.94-1.06],0.871365511910295
TFRC,Transferrin receptor protein 1,Chapter XIV Diseases of the genitourinary system,Chronic kidney disease,Inverse variance weighted,48,0.99 [0.93-1.06],0.826548860639936
TFRC,Transferrin receptor protein 1,Chapter XIV Diseases of the genitourinary system,Renal tubulo-interstitial diseases,Inverse variance weighted,48,1.01 [0.98-1.04],0.581280227998497
TFRC,Transferrin receptor protein 1,Chapter XIV Diseases of the genitourinary system,Unspecified kidney failure,Inverse variance weighted,48,0.97 [0.87-1.08],0.557913530586829
TFRC,Transferrin receptor protein 1,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other/unspecified rheumatoid arthritis,Inverse variance weighted,48,1.09 [0.99-1.20],0.0866390036861443
TFRC,Transferrin receptor protein 1,Chapter XIII Diseases of the musculoskeletal system and connective tissue,"Other (seronegative) rheumatoid arthritis, wide",Inverse variance weighted,48,1.04 [0.97-1.13],0.251753222788654
